Source,Target,Type,Id,Label,timeset,Weight,count
15797,18877,Directed,15797>18877,,,1,1
15615,18877,Directed,15615>18877,,,1,1
13092,18883,Directed,13092>18883,,,1,1
18956,18883,Directed,18956>18883,,,1,1
5876,18883,Directed,5876>18883,,,1,2
13270,18883,Directed,13270>18883,,,1,1
503,18883,Directed,503>18883,,,1,1
7876,18883,Directed,7876>18883,,,1,1
25728,18884,Directed,25728>18884,,,1,1
18209,18884,Directed,18209>18884,,,1,1
8514,18884,Directed,8514>18884,,,1,1
7843,18884,Directed,7843>18884,,,1,1
23748,18884,Directed,23748>18884,,,1,1
647,18884,Directed,647>18884,,,1,1
6344,18884,Directed,6344>18884,,,1,2
649,18884,Directed,649>18884,,,1,1
20683,18884,Directed,20683>18884,,,1,1
23396,18884,Directed,23396>18884,,,1,1
18518,18884,Directed,18518>18884,,,1,1
18743,18884,Directed,18743>18884,,,1,1
18745,18884,Directed,18745>18884,,,1,1
18746,18884,Directed,18746>18884,,,1,1
10779,18884,Directed,10779>18884,,,1,1
11869,18884,Directed,11869>18884,,,1,1
8126,18884,Directed,8126>18884,,,1,1
20222,18886,Directed,20222>18886,,,1,1
25887,18886,Directed,25887>18886,,,1,1
13830,18887,Directed,13830>18887,,,1,1
15788,18887,Directed,15788>18887,,,1,1
10763,18887,Directed,10763>18887,,,1,1
3599,18887,Directed,3599>18887,,,1,1
18,18887,Directed,18>18887,,,1,1
534,18887,Directed,534>18887,,,1,1
3929,18887,Directed,3929>18887,,,1,1
14874,18887,Directed,14874>18887,,,1,1
19996,18887,Directed,19996>18887,,,1,1
17950,18887,Directed,17950>18887,,,1,1
20514,18887,Directed,20514>18887,,,1,1
14885,18887,Directed,14885>18887,,,1,1
10717,18887,Directed,10717>18887,,,1,1
18993,18887,Directed,18993>18887,,,1,1
5682,18887,Directed,5682>18887,,,1,4
265,18887,Directed,265>18887,,,1,1
12346,18887,Directed,12346>18887,,,1,1
3643,18887,Directed,3643>18887,,,1,1
575,18887,Directed,575>18887,,,1,1
3140,18887,Directed,3140>18887,,,1,1
3144,18887,Directed,3144>18887,,,1,1
11871,18887,Directed,11871>18887,,,1,1
3259,18887,Directed,3259>18887,,,1,1
18026,18887,Directed,18026>18887,,,1,1
19565,18887,Directed,19565>18887,,,1,1
15470,18887,Directed,15470>18887,,,1,1
18035,18887,Directed,18035>18887,,,1,1
7796,18887,Directed,7796>18887,,,1,1
3705,18887,Directed,3705>18887,,,1,1
8314,18887,Directed,8314>18887,,,1,1
10858,18887,Directed,10858>18887,,,1,1
20606,18887,Directed,20606>18887,,,1,1
13441,18887,Directed,13441>18887,,,1,1
13450,18887,Directed,13450>18887,,,1,1
16020,18887,Directed,16020>18887,,,1,1
679,18887,Directed,679>18887,,,1,1
3240,18887,Directed,3240>18887,,,1,1
11945,18887,Directed,11945>18887,,,1,1
12458,18887,Directed,12458>18887,,,1,1
25771,18887,Directed,25771>18887,,,1,1
25772,18887,Directed,25772>18887,,,1,1
174,18887,Directed,174>18887,,,1,1
175,18887,Directed,175>18887,,,1,1
19230,18887,Directed,19230>18887,,,1,1
20255,18887,Directed,20255>18887,,,1,1
23227,18887,Directed,23227>18887,,,1,1
25799,18887,Directed,25799>18887,,,1,1
210,18887,Directed,210>18887,,,1,1
7892,18887,Directed,7892>18887,,,1,1
11989,18887,Directed,11989>18887,,,1,1
25815,18887,Directed,25815>18887,,,1,1
7913,18887,Directed,7913>18887,,,1,1
8402,18887,Directed,8402>18887,,,1,1
23280,18887,Directed,23280>18887,,,1,1
12414,18887,Directed,12414>18887,,,1,1
10488,18887,Directed,10488>18887,,,1,1
3284,18887,Directed,3284>18887,,,1,1
5515,18887,Directed,5515>18887,,,1,1
19198,18887,Directed,19198>18887,,,1,1
15615,18887,Directed,15615>18887,,,1,1
19209,18887,Directed,19209>18887,,,1,1
19212,18887,Directed,19212>18887,,,1,1
3345,18887,Directed,3345>18887,,,1,1
274,18887,Directed,274>18887,,,1,1
25877,18887,Directed,25877>18887,,,1,1
11030,18887,Directed,11030>18887,,,1,1
20254,18887,Directed,20254>18887,,,1,1
11039,18887,Directed,11039>18887,,,1,1
6432,18887,Directed,6432>18887,,,1,1
20264,18887,Directed,20264>18887,,,1,1
12073,18887,Directed,12073>18887,,,1,1
4061,18887,Directed,4061>18887,,,1,1
307,18887,Directed,307>18887,,,1,1
15668,18887,Directed,15668>18887,,,1,1
13113,18887,Directed,13113>18887,,,1,1
13626,18887,Directed,13626>18887,,,1,1
23178,18887,Directed,23178>18887,,,1,1
3907,18887,Directed,3907>18887,,,1,1
20298,18887,Directed,20298>18887,,,1,1
19286,18887,Directed,19286>18887,,,1,1
13661,18887,Directed,13661>18887,,,1,1
20319,18887,Directed,20319>18887,,,1,1
20833,18887,Directed,20833>18887,,,1,1
20692,18887,Directed,20692>18887,,,1,1
6502,18887,Directed,6502>18887,,,1,1
25965,18887,Directed,25965>18887,,,1,1
8568,18887,Directed,8568>18887,,,1,1
15902,18887,Directed,15902>18887,,,1,1
25982,18887,Directed,25982>18887,,,1,1
13703,18887,Directed,13703>18887,,,1,1
3977,18887,Directed,3977>18887,,,1,1
25483,18887,Directed,25483>18887,,,1,1
3980,18887,Directed,3980>18887,,,1,1
25486,18887,Directed,25486>18887,,,1,1
25501,18887,Directed,25501>18887,,,1,1
15774,18887,Directed,15774>18887,,,1,1
23461,18887,Directed,23461>18887,,,1,1
25516,18887,Directed,25516>18887,,,1,1
3505,18887,Directed,3505>18887,,,1,1
5556,18887,Directed,5556>18887,,,1,1
15805,18887,Directed,15805>18887,,,1,1
8130,18887,Directed,8130>18887,,,1,1
10691,18887,Directed,10691>18887,,,1,1
13264,18887,Directed,13264>18887,,,1,1
3549,18887,Directed,3549>18887,,,1,1
13286,18887,Directed,13286>18887,,,1,1
12456,18887,Directed,12456>18887,,,1,1
13298,18887,Directed,13298>18887,,,1,1
18174,18887,Directed,18174>18887,,,1,1
19448,18887,Directed,19448>18887,,,1,1
321,18888,Directed,321>18888,,,1,1
15777,18888,Directed,15777>18888,,,1,1
8071,18888,Directed,8071>18888,,,1,1
25704,18888,Directed,25704>18888,,,1,1
4041,18888,Directed,4041>18888,,,1,1
20780,18888,Directed,20780>18888,,,1,1
6318,18888,Directed,6318>18888,,,1,2
687,18888,Directed,687>18888,,,1,1
8577,18888,Directed,8577>18888,,,1,1
20264,18888,Directed,20264>18888,,,1,1
11841,18888,Directed,11841>18888,,,1,1
17993,18888,Directed,17993>18888,,,1,1
20616,18888,Directed,20616>18888,,,1,1
20745,18888,Directed,20745>18888,,,1,1
3322,18888,Directed,3322>18888,,,1,1
3637,18890,Directed,3637>18890,,,1,1
7926,18890,Directed,7926>18890,,,1,1
20514,18891,Directed,20514>18891,,,1,1
13347,18891,Directed,13347>18891,,,1,1
12393,18891,Directed,12393>18891,,,1,1
14860,18891,Directed,14860>18891,,,1,1
79,18891,Directed,79>18891,,,1,1
23152,18891,Directed,23152>18891,,,1,1
14838,18891,Directed,14838>18891,,,1,1
3977,18891,Directed,3977>18891,,,1,2
20603,18891,Directed,20603>18891,,,1,1
15708,18891,Directed,15708>18891,,,1,1
10717,18891,Directed,10717>18891,,,1,1
20721,18893,Directed,20721>18893,,,1,1
19402,18893,Directed,19402>18893,,,1,1
8280,18894,Directed,8280>18894,,,1,1
20841,18894,Directed,20841>18894,,,1,1
12512,18913,Directed,12512>18913,,,1,1
18692,18913,Directed,18692>18913,,,1,1
15531,18913,Directed,15531>18913,,,1,1
19276,18913,Directed,19276>18913,,,1,1
18767,18913,Directed,18767>18913,,,1,1
26004,18913,Directed,26004>18913,,,1,1
3164,18913,Directed,3164>18913,,,1,1
25704,18914,Directed,25704>18914,,,1,1
18682,18914,Directed,18682>18914,,,1,1
429,18914,Directed,429>18914,,,1,1
7918,18914,Directed,7918>18914,,,1,1
5998,18914,Directed,5998>18914,,,1,2
23417,18915,Directed,23417>18915,,,1,1
23188,18915,Directed,23188>18915,,,1,1
10784,18917,Directed,10784>18917,,,1,1
13443,18917,Directed,13443>18917,,,1,1
3717,18917,Directed,3717>18917,,,1,1
20194,18920,Directed,20194>18920,,,1,1
14955,18920,Directed,14955>18920,,,1,1
15003,18920,Directed,15003>18920,,,1,1
15685,18920,Directed,15685>18920,,,1,1
20742,18920,Directed,20742>18920,,,1,1
23657,18920,Directed,23657>18920,,,1,1
13643,18920,Directed,13643>18920,,,1,1
25836,18920,Directed,25836>18920,,,1,1
11953,18920,Directed,11953>18920,,,1,1
20759,18920,Directed,20759>18920,,,1,1
25880,18920,Directed,25880>18920,,,1,1
23514,18920,Directed,23514>18920,,,1,1
20699,18920,Directed,20699>18920,,,1,1
12412,18920,Directed,12412>18920,,,1,1
13789,18920,Directed,13789>18920,,,1,1
254,18920,Directed,254>18920,,,1,1
25759,18920,Directed,25759>18920,,,1,1
480,18923,Directed,480>18923,,,1,1
25760,18923,Directed,25760>18923,,,1,1
20258,18923,Directed,20258>18923,,,1,1
18084,18923,Directed,18084>18923,,,1,1
23591,18923,Directed,23591>18923,,,1,1
20236,18923,Directed,20236>18923,,,1,1
11981,18923,Directed,11981>18923,,,1,1
15790,18923,Directed,15790>18923,,,1,1
20662,18923,Directed,20662>18923,,,1,1
7704,18923,Directed,7704>18923,,,1,1
23609,18923,Directed,23609>18923,,,1,1
13438,18923,Directed,13438>18923,,,1,1
23391,18923,Directed,23391>18923,,,1,1
576,18924,Directed,576>18924,,,1,1
5635,18924,Directed,5635>18924,,,1,1
14421,18924,Directed,14421>18924,,,1,1
6046,18924,Directed,6046>18924,,,1,3
19159,18924,Directed,19159>18924,,,1,1
11960,18930,Directed,11960>18930,,,1,1
25664,18930,Directed,25664>18930,,,1,1
14849,18931,Directed,14849>18931,,,1,1
11934,18931,Directed,11934>18931,,,1,1
23108,18931,Directed,23108>18931,,,1,1
13735,18931,Directed,13735>18931,,,1,1
5806,18931,Directed,5806>18931,,,1,1
8400,18931,Directed,8400>18931,,,1,1
8433,18931,Directed,8433>18931,,,1,1
5875,18931,Directed,5875>18931,,,1,4
20494,18931,Directed,20494>18931,,,1,1
11990,18931,Directed,11990>18931,,,1,1
20313,18931,Directed,20313>18931,,,1,1
5757,18931,Directed,5757>18931,,,1,1
23102,18931,Directed,23102>18931,,,1,1
15701,18931,Directed,15701>18931,,,1,1
11020,18934,Directed,11020>18934,,,1,1
6295,18934,Directed,6295>18934,,,1,3
17946,18934,Directed,17946>18934,,,1,1
12318,18934,Directed,12318>18934,,,1,1
5539,18934,Directed,5539>18934,,,1,1
15786,18934,Directed,15786>18934,,,1,1
12333,18934,Directed,12333>18934,,,1,1
17966,18934,Directed,17966>18934,,,1,1
25526,18934,Directed,25526>18934,,,1,1
12599,18934,Directed,12599>18934,,,1,1
3902,18934,Directed,3902>18934,,,1,1
19274,18934,Directed,19274>18934,,,1,1
25678,18934,Directed,25678>18934,,,1,1
3414,18934,Directed,3414>18934,,,1,1
25689,18934,Directed,25689>18934,,,1,1
15454,18934,Directed,15454>18934,,,1,1
25701,18934,Directed,25701>18934,,,1,1
748,18934,Directed,748>18934,,,1,1
12029,18934,Directed,12029>18934,,,1,1
20601,18934,Directed,20601>18934,,,1,1
10618,18934,Directed,10618>18934,,,1,1
25725,18934,Directed,25725>18934,,,1,1
584,18938,Directed,584>18938,,,1,1
25891,18938,Directed,25891>18938,,,1,1
14849,18940,Directed,14849>18940,,,1,1
519,18940,Directed,519>18940,,,1,1
6572,18940,Directed,6572>18940,,,1,1
23564,18940,Directed,23564>18940,,,1,1
5645,18940,Directed,5645>18940,,,1,1
13742,18940,Directed,13742>18940,,,1,1
7707,18940,Directed,7707>18940,,,1,1
30,18940,Directed,30>18940,,,1,1
25691,18940,Directed,25691>18940,,,1,1
13148,18940,Directed,13148>18940,,,1,1
25645,18940,Directed,25645>18940,,,1,1
17966,18940,Directed,17966>18940,,,1,1
18991,18940,Directed,18991>18940,,,1,1
12336,18940,Directed,12336>18940,,,1,1
15411,18940,Directed,15411>18940,,,1,1
180,18940,Directed,180>18940,,,1,1
10810,18940,Directed,10810>18940,,,1,1
13886,18940,Directed,13886>18940,,,1,1
577,18940,Directed,577>18940,,,1,1
8265,18940,Directed,8265>18940,,,1,1
15950,18940,Directed,15950>18940,,,1,1
7760,18940,Directed,7760>18940,,,1,1
13398,18940,Directed,13398>18940,,,1,1
14427,18940,Directed,14427>18940,,,1,1
3683,18940,Directed,3683>18940,,,1,1
12388,18940,Directed,12388>18940,,,1,1
15461,18940,Directed,15461>18940,,,1,1
18023,18940,Directed,18023>18940,,,1,1
8296,18940,Directed,8296>18940,,,1,1
8298,18940,Directed,8298>18940,,,1,1
109,18940,Directed,109>18940,,,1,1
8306,18940,Directed,8306>18940,,,1,1
6262,18940,Directed,6262>18940,,,1,1
120,18940,Directed,120>18940,,,1,1
11899,18940,Directed,11899>18940,,,1,1
6268,18940,Directed,6268>18940,,,1,1
3197,18940,Directed,3197>18940,,,1,1
15487,18940,Directed,15487>18940,,,1,1
18560,18940,Directed,18560>18940,,,1,1
19077,18940,Directed,19077>18940,,,1,1
20106,18940,Directed,20106>18940,,,1,1
20110,18940,Directed,20110>18940,,,1,1
19601,18940,Directed,19601>18940,,,1,1
6304,18940,Directed,6304>18940,,,1,16
10913,18940,Directed,10913>18940,,,1,1
17947,18940,Directed,17947>18940,,,1,1
15013,18940,Directed,15013>18940,,,1,1
25766,18940,Directed,25766>18940,,,1,1
18087,18940,Directed,18087>18940,,,1,1
23216,18940,Directed,23216>18940,,,1,1
10930,18940,Directed,10930>18940,,,1,1
20660,18940,Directed,20660>18940,,,1,1
542,18940,Directed,542>18940,,,1,1
10934,18940,Directed,10934>18940,,,1,1
10435,18940,Directed,10435>18940,,,1,1
19653,18940,Directed,19653>18940,,,1,1
11975,18940,Directed,11975>18940,,,1,1
160,18940,Directed,160>18940,,,1,1
23246,18940,Directed,23246>18940,,,1,1
11983,18940,Directed,11983>18940,,,1,1
12501,18940,Directed,12501>18940,,,1,1
10971,18940,Directed,10971>18940,,,1,1
20704,18940,Directed,20704>18940,,,1,1
16101,18940,Directed,16101>18940,,,1,1
8422,18940,Directed,8422>18940,,,1,1
5867,18940,Directed,5867>18940,,,1,1
5757,18940,Directed,5757>18940,,,1,1
10992,18940,Directed,10992>18940,,,1,1
10487,18940,Directed,10487>18940,,,1,1
7928,18940,Directed,7928>18940,,,1,1
23765,18940,Directed,23765>18940,,,1,1
7940,18940,Directed,7940>18940,,,1,1
11019,18940,Directed,11019>18940,,,1,1
11024,18940,Directed,11024>18940,,,1,1
5907,18940,Directed,5907>18940,,,1,1
18199,18940,Directed,18199>18940,,,1,1
20251,18940,Directed,20251>18940,,,1,1
796,18940,Directed,796>18940,,,1,1
798,18940,Directed,798>18940,,,1,1
6436,18940,Directed,6436>18940,,,1,1
10534,18940,Directed,10534>18940,,,1,1
811,18940,Directed,811>18940,,,1,1
23553,18940,Directed,23553>18940,,,1,1
5933,18940,Directed,5933>18940,,,1,1
7983,18940,Directed,7983>18940,,,1,1
13105,18940,Directed,13105>18940,,,1,1
11060,18940,Directed,11060>18940,,,1,2
18230,18940,Directed,18230>18940,,,1,1
13112,18940,Directed,13112>18940,,,1,1
3531,18940,Directed,3531>18940,,,1,1
7995,18940,Directed,7995>18940,,,1,1
11070,18940,Directed,11070>18940,,,1,1
12607,18940,Directed,12607>18940,,,1,1
20805,18940,Directed,20805>18940,,,1,1
5959,18940,Directed,5959>18940,,,1,1
19273,18940,Directed,19273>18940,,,1,1
19275,18940,Directed,19275>18940,,,1,1
20304,18940,Directed,20304>18940,,,1,1
23379,18940,Directed,23379>18940,,,1,1
23386,18940,Directed,23386>18940,,,1,1
20316,18940,Directed,20316>18940,,,1,1
8029,18940,Directed,8029>18940,,,1,1
13151,18940,Directed,13151>18940,,,1,1
6497,18940,Directed,6497>18940,,,1,1
5987,18940,Directed,5987>18940,,,1,1
3428,18940,Directed,3428>18940,,,1,1
22885,18940,Directed,22885>18940,,,1,1
8550,18940,Directed,8550>18940,,,1,1
5992,18940,Directed,5992>18940,,,1,1
3434,18940,Directed,3434>18940,,,1,1
22893,18940,Directed,22893>18940,,,1,1
15729,18940,Directed,15729>18940,,,1,1
20346,18940,Directed,20346>18940,,,1,1
3964,18940,Directed,3964>18940,,,1,1
25982,18940,Directed,25982>18940,,,1,1
5504,18940,Directed,5504>18940,,,1,1
20715,18940,Directed,20715>18940,,,1,1
6534,18940,Directed,6534>18940,,,1,1
19336,18940,Directed,19336>18940,,,1,1
13707,18940,Directed,13707>18940,,,1,1
8588,18940,Directed,8588>18940,,,1,1
8078,18940,Directed,8078>18940,,,1,1
8604,18940,Directed,8604>18940,,,1,1
25503,18940,Directed,25503>18940,,,1,1
8611,18940,Directed,8611>18940,,,1,1
6571,18940,Directed,6571>18940,,,1,1
13740,18940,Directed,13740>18940,,,1,1
5549,18940,Directed,5549>18940,,,1,1
20398,18940,Directed,20398>18940,,,1,1
25522,18940,Directed,25522>18940,,,1,1
18868,18940,Directed,18868>18940,,,1,1
10682,18940,Directed,10682>18940,,,1,1
15805,18940,Directed,15805>18940,,,1,1
20640,18940,Directed,20640>18940,,,1,1
6082,18940,Directed,6082>18940,,,1,1
10693,18940,Directed,10693>18940,,,1,1
20427,18940,Directed,20427>18940,,,1,1
8152,18940,Directed,8152>18940,,,1,1
4059,18940,Directed,4059>18940,,,1,2
3238,18940,Directed,3238>18940,,,1,1
8167,18940,Directed,8167>18940,,,1,1
18917,18940,Directed,18917>18940,,,1,1
7659,18940,Directed,7659>18940,,,1,1
23534,18940,Directed,23534>18940,,,1,1
23034,18940,Directed,23034>18940,,,1,1
5631,18940,Directed,5631>18940,,,1,1
3717,18942,Directed,3717>18942,,,1,1
13703,18942,Directed,13703>18942,,,1,1
15532,18942,Directed,15532>18942,,,1,1
15755,18942,Directed,15755>18942,,,1,1
25740,18942,Directed,25740>18942,,,1,1
15761,18942,Directed,15761>18942,,,1,1
18195,18942,Directed,18195>18942,,,1,1
18199,18942,Directed,18199>18942,,,1,1
18969,18942,Directed,18969>18942,,,1,1
18821,18942,Directed,18821>18942,,,1,1
25633,18942,Directed,25633>18942,,,1,1
18597,18942,Directed,18597>18942,,,1,1
25766,18942,Directed,25766>18942,,,1,1
12200,18942,Directed,12200>18942,,,1,1
556,18942,Directed,556>18942,,,1,1
50,18942,Directed,50>18942,,,1,1
15411,18942,Directed,15411>18942,,,1,1
19516,18942,Directed,19516>18942,,,1,1
6337,18942,Directed,6337>18942,,,1,2
197,18942,Directed,197>18942,,,1,1
3681,18942,Directed,3681>18942,,,1,1
11984,18942,Directed,11984>18942,,,1,1
25809,18942,Directed,25809>18942,,,1,1
338,18942,Directed,338>18942,,,1,1
25811,18942,Directed,25811>18942,,,1,1
19028,18942,Directed,19028>18942,,,1,1
16086,18942,Directed,16086>18942,,,1,1
13661,18942,Directed,13661>18942,,,1,1
10593,18942,Directed,10593>18942,,,1,1
10850,18942,Directed,10850>18942,,,1,1
13182,18942,Directed,13182>18942,,,1,1
22931,18942,Directed,22931>18942,,,1,1
15476,18942,Directed,15476>18942,,,1,1
3582,18942,Directed,3582>18942,,,1,1
18040,18942,Directed,18040>18942,,,1,1
8473,18942,Directed,8473>18942,,,1,1
25982,18942,Directed,25982>18942,,,1,1
5518,18944,Directed,5518>18944,,,1,2
18739,18945,Directed,18739>18945,,,1,1
7817,18951,Directed,7817>18951,,,1,1
18040,18969,Directed,18040>18969,,,1,1
25811,18969,Directed,25811>18969,,,1,1
18942,18969,Directed,18942>18969,,,1,1
6337,18969,Directed,6337>18969,,,1,2
8259,18971,Directed,8259>18971,,,1,1
19433,18971,Directed,19433>18971,,,1,1
8463,18971,Directed,8463>18971,,,1,1
19252,18971,Directed,19252>18971,,,1,1
20501,18971,Directed,20501>18971,,,1,1
25860,18978,Directed,25860>18978,,,1,1
19426,18986,Directed,19426>18986,,,1,1
5574,18986,Directed,5574>18986,,,1,2
4072,18986,Directed,4072>18986,,,1,1
19388,18986,Directed,19388>18986,,,1,1
20424,18986,Directed,20424>18986,,,1,1
11989,18986,Directed,11989>18986,,,1,1
20088,18986,Directed,20088>18986,,,1,1
26012,18986,Directed,26012>18986,,,1,1
23119,18987,Directed,23119>18987,,,1,1
19650,18989,Directed,19650>18989,,,1,1
25987,18989,Directed,25987>18989,,,1,1
12039,18989,Directed,12039>18989,,,1,1
25672,18989,Directed,25672>18989,,,1,1
25704,18989,Directed,25704>18989,,,1,1
5656,18989,Directed,5656>18989,,,1,2
23647,18989,Directed,23647>18989,,,1,1
19263,18989,Directed,19263>18989,,,1,1
25801,18990,Directed,25801>18990,,,1,1
14860,18990,Directed,14860>18990,,,1,1
5938,18990,Directed,5938>18990,,,1,2
13113,18990,Directed,13113>18990,,,1,1
18939,18990,Directed,18939>18990,,,1,1
14365,18990,Directed,14365>18990,,,1,1
12382,18990,Directed,12382>18990,,,1,1
5889,18991,Directed,5889>18991,,,1,1
13827,18991,Directed,13827>18991,,,1,1
6038,18991,Directed,6038>18991,,,1,1
8326,18991,Directed,8326>18991,,,1,1
13703,18991,Directed,13703>18991,,,1,1
13740,18991,Directed,13740>18991,,,1,1
3978,18991,Directed,3978>18991,,,1,1
23307,18991,Directed,23307>18991,,,1,1
11020,18991,Directed,11020>18991,,,1,1
397,18991,Directed,397>18991,,,1,1
19598,18991,Directed,19598>18991,,,1,1
25487,18991,Directed,25487>18991,,,1,1
3600,18991,Directed,3600>18991,,,1,1
7789,18991,Directed,7789>18991,,,1,1
3781,18991,Directed,3781>18991,,,1,1
3907,18991,Directed,3907>18991,,,1,1
3605,18991,Directed,3605>18991,,,1,1
20246,18991,Directed,20246>18991,,,1,1
19223,18991,Directed,19223>18991,,,1,1
16025,18991,Directed,16025>18991,,,1,1
19273,18991,Directed,19273>18991,,,1,1
12229,18991,Directed,12229>18991,,,1,1
800,18991,Directed,800>18991,,,1,1
20513,18991,Directed,20513>18991,,,1,1
4059,18991,Directed,4059>18991,,,1,1
15013,18991,Directed,15013>18991,,,1,1
20262,18991,Directed,20262>18991,,,1,1
7980,18991,Directed,7980>18991,,,1,1
7720,18991,Directed,7720>18991,,,1,1
13737,18991,Directed,13737>18991,,,1,1
810,18991,Directed,810>18991,,,1,1
3499,18991,Directed,3499>18991,,,1,1
15788,18991,Directed,15788>18991,,,1,1
18733,18991,Directed,18733>18991,,,1,1
13742,18991,Directed,13742>18991,,,1,1
3887,18991,Directed,3887>18991,,,1,1
18992,18991,Directed,18992>18991,,,1,1
18931,18991,Directed,18931>18991,,,1,1
3381,18991,Directed,3381>18991,,,1,1
14902,18991,Directed,14902>18991,,,1,1
19209,18991,Directed,19209>18991,,,1,1
12217,18991,Directed,12217>18991,,,1,1
3231,18991,Directed,3231>18991,,,1,1
12479,18991,Directed,12479>18991,,,1,1
10528,18991,Directed,10528>18991,,,1,1
20290,18991,Directed,20290>18991,,,1,1
5571,18991,Directed,5571>18991,,,1,1
19653,18991,Directed,19653>18991,,,1,1
18631,18991,Directed,18631>18991,,,1,1
584,18991,Directed,584>18991,,,1,1
8396,18991,Directed,8396>18991,,,1,1
11980,18991,Directed,11980>18991,,,1,1
6224,18991,Directed,6224>18991,,,1,1
19280,18991,Directed,19280>18991,,,1,1
8402,18991,Directed,8402>18991,,,1,1
3411,18991,Directed,3411>18991,,,1,1
12501,18991,Directed,12501>18991,,,1,1
10843,18991,Directed,10843>18991,,,1,1
11984,18991,Directed,11984>18991,,,1,1
6365,18991,Directed,6365>18991,,,1,11
10592,18991,Directed,10592>18991,,,1,1
10593,18991,Directed,10593>18991,,,1,1
5947,18991,Directed,5947>18991,,,1,1
12005,18991,Directed,12005>18991,,,1,1
20583,18991,Directed,20583>18991,,,1,1
5992,18991,Directed,5992>18991,,,1,1
13673,18991,Directed,13673>18991,,,1,1
13830,18991,Directed,13830>18991,,,1,1
8400,18991,Directed,8400>18991,,,1,1
6124,18991,Directed,6124>18991,,,1,1
15470,18991,Directed,15470>18991,,,1,1
3184,18991,Directed,3184>18991,,,1,1
12456,18991,Directed,12456>18991,,,1,1
11030,18991,Directed,11030>18991,,,1,1
5875,18991,Directed,5875>18991,,,1,1
5779,18991,Directed,5779>18991,,,1,1
12556,18991,Directed,12556>18991,,,1,1
3320,18991,Directed,3320>18991,,,1,1
18016,18991,Directed,18016>18991,,,1,1
7932,18991,Directed,7932>18991,,,1,1
20093,18991,Directed,20093>18991,,,1,1
20222,18991,Directed,20222>18991,,,1,1
22997,18991,Directed,22997>18991,,,1,1
11072,18992,Directed,11072>18992,,,1,1
5990,18992,Directed,5990>18992,,,1,3
10728,18992,Directed,10728>18992,,,1,1
748,18992,Directed,748>18992,,,1,1
14892,18992,Directed,14892>18992,,,1,1
10957,18992,Directed,10957>18992,,,1,1
113,18992,Directed,113>18992,,,1,1
25961,18992,Directed,25961>18992,,,1,1
5752,18992,Directed,5752>18992,,,1,1
23369,18999,Directed,23369>18999,,,1,1
18661,18999,Directed,18661>18999,,,1,1
549,19001,Directed,549>19001,,,1,1
18568,19001,Directed,18568>19001,,,1,1
18570,19001,Directed,18570>19001,,,1,1
25843,19001,Directed,25843>19001,,,1,1
8116,19001,Directed,8116>19001,,,1,1
14904,19001,Directed,14904>19001,,,1,1
19060,19001,Directed,19060>19001,,,1,1
19434,19001,Directed,19434>19001,,,1,1
10849,19004,Directed,10849>19004,,,1,1
8248,19010,Directed,8248>19010,,,1,1
23052,19010,Directed,23052>19010,,,1,1
25982,19010,Directed,25982>19010,,,1,1
3471,19010,Directed,3471>19010,,,1,1
587,19013,Directed,587>19013,,,1,1
12597,19013,Directed,12597>19013,,,1,1
20836,19018,Directed,20836>19018,,,1,1
18181,19018,Directed,18181>19018,,,1,1
25801,19018,Directed,25801>19018,,,1,1
366,19018,Directed,366>19018,,,1,1
7823,19018,Directed,7823>19018,,,1,1
18960,19018,Directed,18960>19018,,,1,1
15512,19018,Directed,15512>19018,,,1,1
19259,19018,Directed,19259>19018,,,1,1
3836,19018,Directed,3836>19018,,,1,1
8261,19019,Directed,8261>19019,,,1,1
130,19024,Directed,130>19024,,,1,1
8547,19024,Directed,8547>19024,,,1,1
3803,19024,Directed,3803>19024,,,1,1
3495,19024,Directed,3495>19024,,,1,1
265,19024,Directed,265>19024,,,1,1
11979,19024,Directed,11979>19024,,,1,1
10669,19024,Directed,10669>19024,,,1,1
13827,19024,Directed,13827>19024,,,1,1
5779,19024,Directed,5779>19024,,,1,2
4118,19024,Directed,4118>19024,,,1,1
14889,19024,Directed,14889>19024,,,1,1
23171,19024,Directed,23171>19024,,,1,1
8029,19024,Directed,8029>19024,,,1,1
19359,19024,Directed,19359>19024,,,1,1
18942,19028,Directed,18942>19028,,,1,1
338,19029,Directed,338>19029,,,1,1
18099,19029,Directed,18099>19029,,,1,1
23372,19029,Directed,23372>19029,,,1,1
22842,19029,Directed,22842>19029,,,1,1
5671,19029,Directed,5671>19029,,,1,2
465,19032,Directed,465>19032,,,1,1
6298,19032,Directed,6298>19032,,,1,2
13883,19032,Directed,13883>19032,,,1,1
8317,19032,Directed,8317>19032,,,1,1
20729,19032,Directed,20729>19032,,,1,1
25834,19034,Directed,25834>19034,,,1,1
13233,19034,Directed,13233>19034,,,1,1
19349,19034,Directed,19349>19034,,,1,1
25878,19034,Directed,25878>19034,,,1,1
8087,19034,Directed,8087>19034,,,1,1
7869,19034,Directed,7869>19034,,,1,1
3391,19034,Directed,3391>19034,,,1,1
3609,19035,Directed,3609>19035,,,1,1
12517,19035,Directed,12517>19035,,,1,1
19436,19035,Directed,19436>19035,,,1,1
15973,19035,Directed,15973>19035,,,1,1
8317,19035,Directed,8317>19035,,,1,1
25675,19036,Directed,25675>19036,,,1,1
19037,19036,Directed,19037>19036,,,1,1
